# BEGIN PLOT
DrawOnly=/REF/ATLAS_2015_I1404878_custom/d05-x01-y01 /home/iwsatlas1/scyboz/Work/11.10.16_MCPROD_TUNING_RZG/tuning_TopPairMassScale_MMHT2014_dipole/ipolhistos/000/histo-000.yoda/ATLAS_2015_I1404878_custom/d05-x01-y01
Title=combined lepton channels
RatioPlotReference=/REF/ATLAS_2015_I1404878_custom/d05-x01-y01
RatioPlot=1
LogY=1
RatioPlotYMax=1.2
RatioPlotYLabel=Output_rivet/Particle_level
LegendXPos=0.6
XLabel=$|y_{t\bar{t}}|$
YLabelSep=8.0
YLabel=$\dfrac{\text{d}\sigma^\text{fid}}{\text{d}|y_{t\bar{t}}|}$ [pb]
Legend=1
RatioPlotYMin=0.8
LeftMargin=1.9
# END PLOT

# BEGIN HISTO1D /REF/ATLAS_2015_I1404878_custom/d05-x01-y01
ConnectBins=0
ErrorBars=1
Path=/REF/ATLAS_2015_I1404878_custom/d05-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
0.000000e+00	1.000000e-01	3.337060e+01	6.982955e+00	6.874264e+00
1.000000e-01	2.000000e-01	3.342630e+01	6.943166e+00	6.905089e+00
2.000000e-01	3.000000e-01	3.151310e+01	6.694874e+00	6.713137e+00
3.000000e-01	4.000000e-01	2.982330e+01	6.429117e+00	6.425839e+00
4.000000e-01	5.000000e-01	2.831300e+01	5.877913e+00	5.928263e+00
5.000000e-01	6.000000e-01	2.592050e+01	5.464787e+00	5.489905e+00
6.000000e-01	7.000000e-01	2.265530e+01	4.904218e+00	4.798533e+00
7.000000e-01	8.000000e-01	1.996850e+01	4.169297e+00	4.194824e+00
8.000000e-01	9.000000e-01	1.710840e+01	3.527369e+00	3.533177e+00
9.000000e-01	1.000000e+00	1.384830e+01	2.962134e+00	2.910852e+00
1.000000e+00	1.100000e+00	1.094210e+01	2.256070e+00	2.240899e+00
1.100000e+00	1.200000e+00	8.672580e+00	1.755364e+00	1.748362e+00
1.200000e+00	1.300000e+00	6.757060e+00	1.316904e+00	1.309172e+00
1.300000e+00	1.400000e+00	4.903970e+00	1.007116e+00	9.850854e-01
1.400000e+00	1.500000e+00	3.394650e+00	7.138572e-01	7.003251e-01
1.500000e+00	1.600000e+00	2.349770e+00	5.052729e-01	5.015623e-01
1.600000e+00	1.800000e+00	1.072210e+00	2.011577e-01	2.107634e-01
1.800000e+00	2.500000e+00	9.208080e-02	2.181340e-02	2.204236e-02
# END HISTO1D

# BEGIN HISTO1D /home/iwsatlas1/scyboz/Work/11.10.16_MCPROD_TUNING_RZG/tuning_TopPairMassScale_MMHT2014_dipole/ipolhistos/000/histo-000.yoda/ATLAS_2015_I1404878_custom/d05-x01-y01
LineColor={[HTML]{EE3311}}
LineStyle=solid
Path=/home/iwsatlas1/scyboz/Work/11.10.16_MCPROD_TUNING_RZG/tuning_TopPairMassScale_MMHT2014_dipole/ipolhistos/000/histo-000.yoda/ATLAS_2015_I1404878_custom/d05-x01-y01
Title=histo-000
# xlow	 xhigh	 val	 errminus	 errplus
0.000000e+00	1.000000e-01	3.347009e+01	0.000000e+00	0.000000e+00
1.000000e-01	2.000000e-01	3.283182e+01	0.000000e+00	0.000000e+00
2.000000e-01	3.000000e-01	3.172027e+01	0.000000e+00	0.000000e+00
3.000000e-01	4.000000e-01	3.036960e+01	0.000000e+00	0.000000e+00
4.000000e-01	5.000000e-01	2.816097e+01	0.000000e+00	0.000000e+00
5.000000e-01	6.000000e-01	2.593988e+01	0.000000e+00	0.000000e+00
6.000000e-01	7.000000e-01	2.321247e+01	0.000000e+00	0.000000e+00
7.000000e-01	8.000000e-01	2.021124e+01	0.000000e+00	0.000000e+00
8.000000e-01	9.000000e-01	1.725716e+01	0.000000e+00	0.000000e+00
9.000000e-01	1.000000e+00	1.430833e+01	0.000000e+00	0.000000e+00
1.000000e+00	1.100000e+00	1.154273e+01	0.000000e+00	0.000000e+00
1.100000e+00	1.200000e+00	9.235760e+00	0.000000e+00	0.000000e+00
1.200000e+00	1.300000e+00	7.044684e+00	0.000000e+00	0.000000e+00
1.300000e+00	1.400000e+00	5.207040e+00	0.000000e+00	0.000000e+00
1.400000e+00	1.500000e+00	3.678279e+00	0.000000e+00	0.000000e+00
1.500000e+00	1.600000e+00	2.422857e+00	0.000000e+00	0.000000e+00
1.600000e+00	1.800000e+00	1.181811e+00	0.000000e+00	0.000000e+00
1.800000e+00	2.500000e+00	9.785965e-02	0.000000e+00	0.000000e+00
# END HISTO1D

